City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Niquelandia,BR,-14.4739,-48.4597,69.22,91,97,1.61,overcast clouds
346,Zhangye,CN,38.9342,100.4517,49.51,20,86,8.43,overcast clouds
347,Aruppukkottai,IN,9.5167,78.1,82.83,69,73,11.52,broken clouds
348,Poum,NC,-20.2333,164.0167,81.21,72,100,2.51,overcast clouds
349,Nisia Floresta,BR,-6.0911,-35.2086,77.81,84,97,5.53,moderate rain
350,Tessalit,ML,20.1986,1.0114,59.94,22,0,8.48,clear sky
351,Olafsvik,IS,64.8945,-23.7142,33.26,70,100,13.38,overcast clouds
352,Tuatapere,NZ,-46.1333,167.6833,73.2,53,51,2.98,broken clouds
353,Zhaotong,CN,27.3167,103.7167,59.86,40,0,6.26,clear sky
354,Teya,RU,60.3778,92.6267,26.73,90,93,10.36,light snow
355,Lala,PH,7.9745,123.7458,86.36,66,99,7.67,overcast clouds
356,Warrington,GB,53.3925,-2.5802,37.51,74,100,14.97,overcast clouds
357,Clyde River,CA,70.4692,-68.5914,-21.77,76,0,3.44,clear sky
358,Saint-Philippe,RE,-21.3585,55.7679,78.84,85,100,10.67,light rain
359,Suratgarh,IN,29.3167,73.9,67.62,47,3,10.4,clear sky
360,Sola,VU,-13.8833,167.55,88.47,74,40,0.0,scattered clouds
361,Sao Filipe,CV,14.8961,-24.4956,70.59,70,6,11.99,clear sky
362,Mantua,IT,45.1667,10.7833,43.29,67,55,5.99,broken clouds
363,Lucenec,SK,48.3325,19.6671,30.74,74,8,2.71,clear sky
364,Asyut,EG,27.181,31.1837,64.63,40,100,5.3,overcast clouds
365,High Level,CA,58.5169,-117.136,23.11,63,100,12.66,light snow
366,Jinchang,CN,38.4953,102.1739,48.72,23,22,2.08,few clouds
367,Torbay,CA,47.6666,-52.7314,29.57,92,100,9.22,mist
368,Coos Bay,US,43.3665,-124.2179,45.99,93,0,9.22,clear sky
369,Sabha,LY,27.0377,14.4283,69.28,32,2,15.93,clear sky
370,Santa Fe,AR,-31.6333,-60.7,70.0,89,0,1.99,light rain
371,Ixil,MX,21.15,-89.4833,84.25,81,1,7.09,clear sky
372,Kuusamo,FI,65.9667,29.1833,10.44,79,100,8.05,overcast clouds
373,Haapiti,PF,-17.5667,-149.8667,85.73,71,52,12.62,broken clouds
374,Liwale,TZ,-9.7667,37.9333,70.0,99,98,1.9,overcast clouds
375,Lagoa,PT,39.05,-27.9833,58.03,64,100,26.49,overcast clouds
376,Aswan,EG,24.0934,32.907,68.23,24,20,11.01,few clouds
377,Broome,US,42.2506,-75.833,40.01,74,100,16.11,overcast clouds
378,Palafrugell,ES,41.9174,3.1631,51.35,47,19,5.01,few clouds
379,Omboue,GA,-1.5746,9.2618,79.36,87,100,1.48,overcast clouds
380,Saint George,US,37.1041,-113.5841,44.44,22,0,9.22,clear sky
381,Souillac,MU,-20.5167,57.5167,75.58,94,75,3.44,light rain
382,Chernyanka,RU,50.9409,37.8069,15.1,98,100,1.63,overcast clouds
383,Agucadoura,PT,41.4318,-8.7804,49.08,73,51,11.61,broken clouds
384,Tura,IN,25.5198,90.2201,82.78,26,0,1.52,clear sky
385,Ucluelet,CA,48.9329,-125.5528,49.08,84,100,1.99,overcast clouds
386,Vila Velha,BR,-20.3297,-40.2925,75.15,88,40,3.44,scattered clouds
387,Acari,PE,-15.4311,-74.6158,73.83,85,96,2.89,overcast clouds
388,Svetlyy,RU,54.675,20.1347,33.96,89,12,5.91,few clouds
389,Antsohihy,MG,-14.8796,47.9875,74.14,92,91,3.87,overcast clouds
390,Nuuk,GL,64.1835,-51.7216,18.21,93,100,9.22,heavy snow
391,Altamont,US,42.2068,-121.7372,46.78,34,0,9.22,clear sky
392,Porto San Giorgio,IT,43.1827,13.7934,41.86,58,72,9.46,broken clouds
393,Biala Podlaska,PL,52.0324,23.1165,27.32,93,19,6.8,few clouds
394,Inirida,CO,3.8653,-67.9239,76.95,82,98,1.28,overcast clouds
395,Waipawa,NZ,-41.4122,175.5153,67.3,68,44,5.79,scattered clouds
396,Codrington,AU,-38.2667,141.9667,64.04,53,53,21.36,broken clouds
397,Anisoc,GQ,1.8658,10.7689,71.02,99,100,1.63,overcast clouds
398,Longyearbyen,SJ,78.2186,15.6401,28.24,59,75,11.5,broken clouds
399,Dali,CN,25.7,100.1833,66.83,29,3,3.83,clear sky
400,Panjab,AF,34.388,67.0233,25.66,96,100,3.94,snow
401,Shenjiamen,CN,29.9576,122.298,51.08,64,0,4.54,clear sky
402,Ketchikan,US,55.3422,-131.6461,42.78,93,75,8.05,broken clouds
403,Ahipara,NZ,-35.1667,173.1667,75.36,62,28,4.65,scattered clouds
404,Ballina,AU,-28.8667,153.5667,84.78,72,25,9.22,scattered clouds
405,Japura,ID,-0.3167,102.35,82.44,77,98,4.36,overcast clouds
406,Verkhoyansk,RU,67.5447,133.385,-12.73,88,100,2.51,overcast clouds
407,Kyra,RU,49.5776,111.9753,31.77,68,8,2.71,clear sky
408,Sydney,AU,-33.8679,151.2073,71.8,96,75,33.38,heavy intensity rain
409,Leningradskiy,RU,69.3833,178.4167,10.29,92,46,4.41,scattered clouds
410,Orbetello,IT,42.4408,11.2196,40.62,64,0,8.05,clear sky
411,Muzaffarabad,PK,34.37,73.4711,54.79,69,87,6.17,overcast clouds
412,Meulaboh,ID,4.1363,96.1285,78.48,87,100,6.49,light rain
413,Yatou,CN,37.15,122.3833,50.41,33,7,3.33,clear sky
414,Suoyarvi,RU,62.0833,32.35,-12.42,100,99,1.57,overcast clouds
415,Guerrero Negro,MX,27.9769,-114.0611,59.54,70,0,15.32,clear sky
416,Taltal,CL,-25.4,-70.4833,66.06,86,14,4.27,few clouds
417,Sakakah,SA,29.9697,40.2064,54.97,45,99,2.08,overcast clouds
418,Gold Coast,AU,-28.0,153.4333,93.16,53,40,11.5,scattered clouds
419,Kangaba,ML,11.9333,-8.4167,74.1,21,0,5.79,clear sky
420,Ponta Delgada,PT,37.7333,-25.6667,57.92,82,40,14.97,scattered clouds
421,Morondava,MG,-20.2833,44.2833,78.01,84,91,4.99,overcast clouds
422,Ritchie,ZA,-29.038,24.6028,63.61,84,100,4.32,overcast clouds
423,Manaskent,RU,42.7275,47.6785,34.97,87,20,6.71,few clouds
424,Berdigestyakh,RU,62.0989,126.6992,8.67,89,100,4.63,overcast clouds
425,Ekibastuz,KZ,51.6667,75.3667,8.42,77,72,18.25,broken clouds
426,Yar-Sale,RU,66.8333,70.8333,-22.43,98,83,12.84,broken clouds
427,Huarmey,PE,-10.0681,-78.1522,73.9,74,97,3.91,overcast clouds
428,Nome,US,64.5011,-165.4064,26.67,63,0,14.97,clear sky
429,Clonakilty,IE,51.6231,-8.8706,44.1,68,51,28.86,broken clouds
430,Fort-Shevchenko,KZ,44.5086,50.263,36.16,57,88,13.94,overcast clouds
431,Oriximina,BR,-1.7656,-55.8661,72.95,95,97,2.26,overcast clouds
432,Harvard,US,42.4222,-88.6137,30.92,71,58,6.82,broken clouds
433,Turtas,RU,58.9417,69.1325,-5.73,95,100,10.76,overcast clouds
434,Talara,PE,-4.5772,-81.2719,77.45,78,33,5.57,scattered clouds
435,Avera,US,33.194,-82.5271,67.71,90,69,7.11,broken clouds
436,El Alto,PE,-4.2714,-81.2147,74.55,79,62,3.06,broken clouds
437,Fano,IT,43.8204,13.0121,41.79,54,8,17.09,clear sky
438,Yamada,JP,39.4667,141.95,43.74,45,92,3.09,overcast clouds
439,Mirandola,IT,44.8868,11.0662,40.26,71,32,6.22,scattered clouds
440,Huilong,CN,31.8111,121.655,61.99,57,0,7.76,clear sky
441,Santa Cruz De Tenerife,ES,28.4682,-16.2546,63.01,82,75,13.8,broken clouds
442,Port Blair,IN,11.6667,92.75,84.24,79,75,5.75,mist
443,Tateyama,JP,34.9833,139.8667,46.67,86,98,18.7,overcast clouds
444,Kruisfontein,ZA,-34.0033,24.7314,69.89,88,100,4.63,light rain
445,Okhotsk,RU,59.3833,143.3,9.61,80,8,11.7,clear sky
446,Lakes Entrance,AU,-37.8811,147.981,64.58,89,100,7.83,moderate rain
447,Ambon,ID,-3.6954,128.1814,89.74,66,40,6.91,scattered clouds
448,Kunashak,RU,55.7032,61.5498,0.12,100,89,4.92,overcast clouds
449,Hwange,ZW,-18.3693,26.5019,68.16,87,55,0.47,broken clouds
450,Daru,PG,-9.0763,143.2092,88.3,61,99,3.8,overcast clouds
451,Danilov,RU,58.1908,40.1717,5.81,94,95,8.66,overcast clouds
452,Esmeraldas,BR,-19.7625,-44.3139,70.66,86,28,4.63,scattered clouds
453,Kapoeta,SS,4.7717,33.5903,82.49,34,96,14.43,overcast clouds
454,Shiraoi,JP,42.55,141.35,37.58,76,95,9.57,overcast clouds
455,Bharuch,IN,21.7,72.9667,78.64,36,74,8.14,broken clouds
456,Nosy Varika,MG,-20.5833,48.5333,73.96,92,32,7.11,scattered clouds
457,Vestmannaeyjar,IS,63.4427,-20.2734,42.37,92,100,23.4,light rain
458,Kahului,US,20.8947,-156.47,79.86,61,20,10.36,few clouds
459,Tanggu,CN,39.0211,117.6469,58.96,34,10,4.07,clear sky
460,Pathankot,IN,32.2833,75.65,64.6,41,8,2.98,clear sky
461,Emerald,AU,-23.5333,148.1667,100.54,19,0,6.91,clear sky
462,Westport,US,41.1415,-73.3579,64.15,69,100,15.99,overcast clouds
463,Rancho Palos Verdes,US,33.7445,-118.387,63.59,67,0,8.05,clear sky
464,Innisfail,AU,-17.5333,146.0333,89.83,61,76,8.41,broken clouds
465,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,72.14,99,100,2.93,heavy intensity rain
466,Pasni,PK,25.2631,63.471,72.68,78,2,4.23,clear sky
467,Flinders,AU,-34.5833,150.8552,71.19,91,100,14.0,light rain
468,Freeport,US,40.6576,-73.5832,64.98,76,75,21.85,light rain
469,Marawi,PH,7.9986,124.2928,71.65,81,100,6.13,overcast clouds
470,Turukhansk,RU,65.8167,87.9833,4.96,81,100,15.14,overcast clouds
471,La Roda,ES,39.2167,-2.15,42.53,84,100,5.01,overcast clouds
472,Praia,CV,14.9215,-23.5087,68.54,77,20,17.27,few clouds
473,Kawalu,ID,-7.3817,108.2082,82.62,73,88,2.04,overcast clouds
474,Quatre Cocos,MU,-20.2078,57.7625,75.31,84,78,6.44,broken clouds
475,Mount Gambier,AU,-37.8333,140.7667,67.91,49,40,23.02,scattered clouds
476,Vizinga,RU,61.0749,50.1031,-19.95,100,46,2.55,scattered clouds
477,Opuwo,NA,-18.0607,13.84,66.06,52,5,2.46,clear sky
478,The Valley,AI,18.217,-63.0578,76.86,72,0,22.73,clear sky
479,Oda,JP,35.1833,132.5,48.97,52,0,5.19,clear sky
480,Lipetsk,RU,52.6031,39.5708,21.29,97,100,2.28,light snow
481,Maumere,ID,-8.6199,122.2111,80.82,82,87,7.76,overcast clouds
482,Dakar,SN,14.6937,-17.4441,65.28,88,73,6.91,broken clouds
483,Naze,JP,28.3667,129.4833,59.92,56,9,15.14,clear sky
484,Jacksonville,US,30.3322,-81.6556,72.43,85,20,6.91,few clouds
485,Khuzhir,RU,53.1939,107.3397,31.91,84,98,5.21,overcast clouds
486,Korla,CN,41.7597,86.1469,50.68,21,46,3.87,scattered clouds
487,Mabini,PH,15.6,120.9833,92.37,39,64,4.52,broken clouds
488,Naantali,FI,60.4674,22.0243,32.11,100,100,4.61,light snow
489,Nyurba,RU,63.2842,118.3319,-1.23,95,100,1.19,overcast clouds
490,Fort Nelson,CA,58.8053,-122.7002,17.19,73,20,2.3,few clouds
491,Wanning,CN,18.8003,110.3967,72.45,49,33,13.09,scattered clouds
492,Mikuni,JP,36.2171,136.1519,44.51,57,50,8.86,scattered clouds
493,Athmallik,IN,20.7219,84.5348,80.42,19,0,1.99,clear sky
494,Baft,IR,29.234,56.6057,43.5,77,84,3.8,broken clouds
495,Waynesville,US,35.4887,-82.9887,52.25,81,79,5.99,broken clouds
496,Itoman,JP,26.1247,127.6694,68.02,60,20,23.02,few clouds
497,Tongzi,CN,28.7829,105.0877,68.65,48,0,3.15,clear sky
498,Vanimo,PG,-2.6741,141.3028,82.11,82,84,2.51,light rain
499,Ulaangom,MN,49.9811,92.0667,10.9,90,19,2.44,few clouds
500,Port Hardy,CA,50.6996,-127.4199,46.58,76,100,4.61,mist
501,Arteaga,MX,18.4667,-102.4167,60.37,57,0,3.98,clear sky
502,Vanavara,RU,60.34,102.2797,23.97,95,100,3.31,snow
503,Kuzino,RU,57.0224,59.4412,-14.22,100,99,3.09,overcast clouds
504,Chipinge,ZW,-20.1883,32.6236,62.91,95,50,3.6,scattered clouds
505,Mani,CO,4.8172,-72.2886,81.82,56,97,4.47,overcast clouds
506,Laguna,US,38.421,-121.4238,63.1,28,0,9.22,clear sky
507,Tzucacab,MX,20.0667,-89.05,78.21,73,31,7.45,scattered clouds
508,Thinadhoo,MV,0.5333,72.9333,82.4,69,21,9.24,few clouds
509,Santa Cruz,BO,-17.8,-63.1667,76.46,88,75,2.3,broken clouds
510,Krasnogorodsk,RU,56.8357,28.2822,14.85,93,44,5.19,scattered clouds
511,Bud,US,39.447,-86.1758,35.69,75,96,10.47,overcast clouds
512,Tlmace,SK,48.2893,18.5315,32.58,82,2,4.09,clear sky
513,Noumea,NC,-22.2763,166.4572,89.58,99,22,7.25,few clouds
514,Hamilton,US,39.1834,-84.5333,38.23,77,100,11.5,overcast clouds
515,Mnogovershinnyy,RU,53.9353,139.9242,17.22,81,95,5.57,overcast clouds
516,Port Hawkesbury,CA,45.6169,-61.3485,34.7,98,100,12.66,moderate rain
517,Warri,NG,5.5167,5.75,78.76,89,44,3.58,scattered clouds
518,Barra Do Bugres,BR,-15.0725,-57.1811,72.32,96,69,3.2,heavy intensity rain
519,Numan,NG,9.4667,12.0333,82.62,29,89,5.3,overcast clouds
520,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.64,100,100,3.4,moderate rain
521,Totness,SR,5.8833,-56.3167,76.41,87,89,8.72,overcast clouds
522,Guane,CU,22.2025,-84.0875,73.35,88,11,3.67,few clouds
523,Kutum,SD,14.2,24.6667,68.07,15,100,4.47,overcast clouds
524,Dalvik,IS,65.9702,-18.5286,33.73,83,100,1.97,overcast clouds
525,Kloulklubed,PW,7.0419,134.2556,81.1,74,53,9.51,heavy intensity rain
526,Pangnirtung,CA,66.1451,-65.7125,-19.07,94,89,4.99,overcast clouds
527,Synya,RU,65.3718,58.0387,-27.33,100,95,2.84,overcast clouds
528,Amapa,BR,1.0,-52.0,72.09,98,100,2.64,overcast clouds
529,Ende,ID,-8.8432,121.6623,83.32,79,68,3.89,broken clouds
530,Lesnoy,RU,57.6198,63.0784,-12.35,98,25,5.93,scattered clouds
531,Sakaiminato,JP,35.55,133.2333,49.98,43,20,6.91,few clouds
532,Jerico,CO,5.7921,-75.786,60.06,96,45,2.42,scattered clouds
533,Beringovskiy,RU,63.05,179.3167,31.41,96,87,4.5,overcast clouds
534,Sibu,MY,2.3,111.8167,86.31,74,40,3.44,scattered clouds
535,Jiutai,CN,44.1525,125.8328,41.34,39,100,8.93,overcast clouds
536,Morgan City,US,29.6994,-91.2068,72.0,60,100,10.36,overcast clouds
537,Ushumun,RU,52.7833,126.5333,25.32,83,100,5.75,overcast clouds
538,Camargo,MX,27.6667,-105.1667,67.42,9,49,7.2,scattered clouds
539,Dunedin,NZ,-45.8742,170.5036,67.8,65,8,3.0,clear sky
540,Humaita,BR,-7.5061,-63.0208,73.63,98,100,1.28,moderate rain
541,Candido Mendes,BR,-1.4467,-45.7167,73.58,97,100,3.0,heavy intensity rain
542,Burnie,AU,-41.0667,145.9167,66.51,47,46,5.79,scattered clouds
543,Nichinan,JP,31.6,131.3667,58.15,53,1,3.8,clear sky
544,Ellisras,ZA,-23.6649,27.7443,65.43,88,16,5.23,few clouds
545,Kutoarjo,ID,-7.7169,109.9128,85.3,68,100,3.15,overcast clouds
546,Faya,SA,18.3851,42.4509,53.71,62,1,3.4,clear sky
547,Aden,YE,12.7794,45.0367,76.64,59,12,17.0,few clouds
548,North Battleford,CA,52.7834,-108.2847,19.49,79,40,27.63,scattered clouds
549,Laupheim,DE,48.2333,9.8833,28.0,70,0,1.01,clear sky
550,Jiayuguan,CN,39.8167,98.3,53.33,14,76,13.02,broken clouds
551,Dubbo,AU,-32.25,148.6167,71.73,83,75,20.71,broken clouds
552,Mecca,SA,21.4267,39.8261,73.85,73,7,2.08,clear sky
553,Bongandanga,CD,1.5,21.05,73.72,81,100,2.8,overcast clouds
554,Dwarka,IN,22.2394,68.9678,74.44,73,28,8.3,scattered clouds
555,Popondetta,PG,-8.7537,148.2534,91.63,53,100,7.25,overcast clouds
556,Arlit,NE,18.7369,7.3853,69.82,10,56,11.54,broken clouds
557,Severo-Yeniseyskiy,RU,60.3725,93.0408,23.61,91,94,10.42,overcast clouds
558,Khani,GE,41.9563,42.9566,35.17,64,100,5.26,overcast clouds
559,Batagay-Alyta,RU,67.8006,130.4114,-6.97,78,100,2.51,overcast clouds
560,High Rock,BS,26.6208,-78.2833,75.22,83,0,18.01,clear sky
561,Lyngseidet,NO,69.5763,20.2189,32.09,89,81,8.99,broken clouds
562,Calama,CL,-22.4667,-68.9333,57.69,72,20,11.5,few clouds
563,Te Anau,NZ,-45.4167,167.7167,70.92,54,18,7.87,light rain
564,Cerritos,US,33.8583,-118.0648,65.17,49,0,3.44,clear sky
565,Tumen,CN,42.9661,129.8425,41.18,36,67,4.94,broken clouds
566,Lebyazhye,RU,55.2689,66.4947,-11.22,98,16,7.9,few clouds
567,Alakurtti,RU,66.9672,30.3491,12.63,97,100,2.1,light snow
568,Negombo,LK,7.2083,79.8358,84.25,84,20,1.14,few clouds
569,Basco,PH,20.4487,121.9702,68.59,68,91,32.3,overcast clouds
570,Caruray,PH,10.3094,119.0128,81.55,81,78,10.27,broken clouds
571,Lufilufi,WS,-13.8745,-171.5986,83.98,78,100,9.91,overcast clouds
572,Zyryanka,RU,65.75,150.85,-9.18,86,62,8.21,broken clouds
573,Mabaruma,GY,8.2,-59.7833,72.32,97,100,2.77,overcast clouds
574,Leh,IN,34.1667,77.5833,10.78,85,70,3.09,broken clouds
575,Si Chiang Mai,TH,17.9564,102.5867,81.09,75,40,4.61,scattered clouds
576,Nedumangad,IN,8.6,77.0,83.48,74,20,2.3,mist
577,Kholm,RU,59.2667,32.85,-1.52,99,43,3.27,scattered clouds
578,Along,IN,28.1667,94.7667,75.33,27,0,0.76,clear sky
579,Manakara,MG,-22.1333,48.0167,73.15,94,37,5.59,scattered clouds
580,Aksarka,RU,66.5606,67.7975,-22.43,97,84,8.59,broken clouds
581,Ambatolampy,MG,-19.3833,47.4167,62.37,94,52,4.41,broken clouds
582,Vila Do Maio,CV,15.1333,-23.2167,68.79,71,10,20.18,clear sky
583,Lasa,IT,46.6166,10.7002,27.86,51,3,2.17,clear sky
584,Genhe,CN,50.7833,121.5167,29.35,74,33,3.47,scattered clouds
585,Zhongxing,CN,33.7039,118.6792,65.05,45,0,6.22,clear sky
586,Iskateley,RU,67.6803,53.1512,-8.84,99,100,7.74,light snow
587,Puro,PH,12.4841,123.3827,82.58,75,95,9.75,overcast clouds
588,Svetlaya,RU,46.5389,138.3297,30.56,65,5,1.81,clear sky
589,Tolga,DZ,34.7222,5.3785,54.41,69,97,4.25,overcast clouds
590,Batagay,RU,67.6333,134.6333,-12.01,90,100,2.01,overcast clouds
591,Ixtapa,MX,20.7,-105.2,72.63,73,0,8.05,clear sky
592,Macapa,BR,0.0389,-51.0664,78.78,94,75,4.61,broken clouds
593,Nantucket,US,41.2835,-70.0995,54.97,94,100,28.77,light rain
594,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,50,0,4.61,clear sky
595,Karema,TZ,-6.8205,30.4389,70.68,85,80,4.07,broken clouds
596,Andros Town,BS,24.7,-77.7667,73.36,84,0,15.35,clear sky
597,Bahir Dar,ET,11.5936,37.3908,69.82,40,75,3.09,broken clouds
598,Sinnamary,GF,5.3833,-52.95,76.3,90,100,11.03,light rain
599,Raboso,MX,18.5667,-98.45,77.18,30,72,3.02,broken clouds
600,Narasannapeta,IN,18.4167,84.05,80.28,53,2,3.69,clear sky
601,Bend,US,44.0582,-121.3153,46.87,42,0,10.0,clear sky
602,Yabelo,ET,4.8833,38.0833,58.68,46,11,6.02,few clouds
603,Haflong,IN,25.1833,93.0333,82.17,25,0,1.63,clear sky
604,Tezu,IN,27.9167,96.1667,84.61,16,0,2.68,clear sky
605,West Bay,KY,19.3667,-81.4167,79.0,82,0,3.44,clear sky
606,Istra,RU,55.9178,36.8642,26.85,94,100,9.28,light snow
607,Mayo,US,38.8876,-76.5119,64.51,62,100,19.57,overcast clouds
608,Nouadhibou,MR,20.931,-17.0347,60.78,72,64,32.21,broken clouds
609,Farmington,US,36.7281,-108.2187,32.68,59,40,10.36,scattered clouds
610,Puerto Del Rosario,ES,28.5004,-13.8627,62.35,59,4,13.8,clear sky
611,Solnechnyy,RU,50.7214,136.6319,22.12,86,91,3.83,overcast clouds
612,Simbahan,PH,6.3032,120.5836,77.41,95,100,24.87,moderate rain
613,Lahuachaca,BO,-17.3667,-67.6667,47.16,78,100,4.32,overcast clouds
614,Khandbari,NP,27.3747,87.2039,75.06,22,0,0.76,clear sky
615,Cullman,US,34.1748,-86.8436,51.85,87,100,6.91,overcast clouds
616,Eugene,US,44.0521,-123.0867,49.55,73,93,1.01,overcast clouds
617,Bassano,CA,50.7834,-112.4685,23.95,77,99,18.54,overcast clouds
618,Portland,US,45.5234,-122.6762,49.33,82,20,6.91,few clouds
619,At-Bashi,KG,41.1702,75.8106,28.36,88,100,2.13,overcast clouds
620,Russell,US,32.3502,-85.1999,63.12,93,100,0.0,overcast clouds
621,Port Moresby,PG,-9.4431,147.1797,89.02,62,40,13.8,haze
622,Pierre,US,44.3683,-100.351,28.27,70,0,10.36,clear sky
623,Qarchi Gak,AF,37.04,66.7889,51.89,92,100,14.72,overcast clouds
624,Matongo,TZ,-2.3833,34.0833,63.03,89,8,3.51,clear sky
625,Goderich,CA,43.7501,-81.7165,30.9,80,89,16.11,overcast clouds
626,Whitehorse,CA,60.7161,-135.0538,18.37,62,0,6.91,clear sky
627,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.24,98,54,0.27,broken clouds
628,Cabo San Lucas,MX,22.8909,-109.9124,69.51,64,0,3.44,clear sky
629,Nenjiang,CN,49.1833,125.2167,28.15,85,93,7.45,overcast clouds
630,Kaoma,ZM,-14.7833,24.8,64.06,98,93,4.09,overcast clouds
631,Chumikan,RU,54.7183,135.315,12.4,85,100,1.68,overcast clouds
632,Khovu-Aksy,RU,51.1333,93.6,25.32,79,63,3.8,broken clouds
633,Ceska Lipa,CZ,50.6855,14.5376,31.51,88,57,4.25,broken clouds
634,Pardina,RO,45.3064,28.9569,30.79,73,100,7.78,overcast clouds
